x,y,z
453822.26542372303,6071975.78565427,-0.12
453822.2653343863,6071974.783551743,-0.12
453822.0985816799,6071973.850420466,-0.12
453822.0984923432,6071972.848317939,-0.12
453821.93173963676,6071971.915186662,-0.12
453821.93165030004,6071970.913084135,-0.12
453821.93156096333,6071969.910981609,-0.12
453821.9314716266,6071968.908879083,-0.12
453821.7647189202,6071967.975747805,-0.12
453821.7646295835,6071966.973645278,-0.12
453821.7645402468,6071965.971542752,-0.12
453821.59778754035,6071965.038411475,-0.12
453821.5976982037,6071964.036308948,-0.12
453821.5102562628,6071963.070356046,-0.12
453821.4308561605,6071962.1010751445,-0.12
453821.26410345413,6071961.167943867,-0.12
453821.2640141174,6071960.16584134,-0.12
453821.0972614109,6071959.232710063,-0.12
453821.09717207425,6071958.230607537,-0.12
453820.9304193678,6071957.297476259,-0.12
453820.9108060741,6071956.303453443,-0.12
453820.7635773247,6071955.362242455,-0.12
453820.59682461823,6071954.429111178,-0.12
453820.5967352815,6071953.427008651,-0.12
453820.4299825751,6071952.493877375,-0.12
453820.4298932384,6071951.491774848,-0.12
453820.2631528406,6071950.69671173,-0.12
453820.173396311,6071949.731716687,-0.12
453820.0963107975,6071948.761477926,-0.12
453820.0962214608,6071947.759375399,-0.12
453819.9294687544,6071946.826244121,-0.12
453819.9293794177,6071945.8241415955,-0.12
453819.92929008097,6071944.822039069,-0.12
453819.92920074426,6071943.819936542,-0.12
453819.9291114076,6071942.817834016,-0.12
453819.92902207084,6071941.815731489,-0.12
453819.9289327341,6071940.813628962,-0.12
453819.9288433974,6071939.811526436,-0.12
453819.92875406076,6071938.8094239095,-0.12
453819.92866472405,6071937.807321383,-0.12
453819.7619120176,6071936.874190105,-0.12
453819.76182268094,6071935.872087579,-0.12
453819.76173334423,6071934.869985052,-0.12
453819.5949806378,6071933.936853775,-0.12
453819.59489130107,6071932.934751249,-0.12
453819.42813859467,6071932.001619971,-0.12
453819.42804925796,6071930.9995174445,-0.12
453819.2612965515,6071930.066386167,-0.12
453819.2612072148,6071929.064283641,-0.12
453819.09445450833,6071928.1311523635,-0.12
453819.0943651716,6071927.129049837,-0.12
453819.09427583497,6071926.126947311,-0.12
453819.09418649826,6071925.124844784,-0.12
453819.09409716155,6071924.122742257,-0.12
453819.09400782484,6071923.120639731,-0.12
453819.0939184882,6071922.118537204,-0.12
453819.0938291515,6071921.1164346775,-0.12
453819.26041549316,6071920.183429061,-0.12
453819.26032615645,6071919.181326535,-0.12
453819.26023681974,6071918.179224008,-0.12
453819.2601474831,6071917.177121482,-0.12
453819.2600581464,6071916.175018955,-0.12
453819.25996880967,6071915.172916428,-0.12
453819.36361727206,6071914.2138193445,-0.12
453819.42646581464,6071913.237808285,-0.12
453819.426376478,6071912.235705758,-0.12
453819.4262871413,6071911.233603233,-0.12
453819.42619780457,6071910.231500706,-0.12
453819.59278414625,6071909.29849509,-0.12
453819.59269480954,6071908.296392563,-0.12
453819.5926054729,6071907.294290036,-0.12
453819.7591918146,6071906.36128442,-0.12
453819.75910247787,6071905.359181893,-0.12
453819.75901314116,6071904.357079366,-0.12
453819.92559948284,6071903.42407375,-0.12
453819.92551014613,6071902.421971223,-0.12
453820.0920964879,6071901.488965607,-0.12
453820.0920071512,6071900.48686308,-0.12
453820.2585934929,6071899.553857464,-0.12
453820.2585041562,6071898.5517549375,-0.12
453820.4250904979,6071897.618749321,-0.12
453820.44944305747,6071896.626779404,-0.12
453820.59158750286,6071895.6836411785,-0.12
453820.7581738446,6071894.7506355615,-0.12
453820.9247601863,6071893.817629945,-0.12
453820.9246708496,6071892.815527419,-0.12
453821.09125719126,6071891.882521803,-0.12
453821.1652490084,6071890.911130288,-0.12
453821.25775419635,6071889.94741366,-0.12
453821.42434053804,6071889.014408043,-0.12
453821.5909268797,6071888.081402427,-0.12
453821.75751322147,6071887.14839681,-0.12
453821.8797086417,6071886.196988535,-0.12
453821.9990096332,6071885.244380349,-0.12
453822.09059656813,6071884.280283051,-0.12
453822.2571829099,6071883.347277434,-0.12
453822.42376925156,6071882.414271818,-0.12
453822.59035559325,6071881.481266201,-0.12
453822.59026625653,6071880.479163675,-0.12
453822.7568525983,6071879.546158058,-0.12
453822.92343893996,6071878.613152442,-0.12
453822.9233496033,6071877.611049915,-0.12
453823.089935945,6071876.678044299,-0.12
453823.0898466083,6071875.675941772,-0.12
453823.0897572716,6071874.673839245,-0.12
453823.2563436133,6071873.740833629,-0.12
453823.25625427655,6071872.738731102,-0.12
453823.2561649399,6071871.736628576,-0.12
453823.2560756032,6071870.734526049,-0.12
453823.2559862665,6071869.7324235225,-0.12
453823.25589692977,6071868.730320997,-0.12
453823.08914422337,6071867.797189719,-0.12
453823.08905488666,6071866.795087192,-0.12
453823.08896554995,6071865.792984666,-0.12
453823.08887621324,6071864.7908821395,-0.12
453823.0887868766,6071863.788779613,-0.12
453823.0886975399,6071862.786677087,-0.12
453822.9219448334,6071861.853545809,-0.12
453822.9218554967,6071860.851443282,-0.12
453822.92176616,6071859.8493407555,-0.12
453822.75501345354,6071858.916209478,-0.12
453822.75492411683,6071857.914106952,-0.12
453822.58817141043,6071856.980975674,-0.12
453822.5880820737,6071855.978873149,-0.12
453822.42132936727,6071855.045741871,-0.12
453822.4212400306,6071854.043639344,-0.12
453822.25448732416,6071853.110508067,-0.12
453822.25439798745,6071852.108405541,-0.12
453822.08764528105,6071851.175274263,-0.12
453822.08755594434,6071850.173171736,-0.12
453821.9208032379,6071849.240040459,-0.12
453821.7540505314,6071848.306909181,-0.12
453821.745903094,6071847.308141384,-0.12
453821.5872084883,6071846.371675378,-0.12
453821.42045578186,6071845.4385441,-0.12
453821.2537030754,6071844.505412823,-0.12
453821.086950369,6071843.572281546,-0.12
453820.92019766255,6071842.639150268,-0.12
453820.7947003235,6071841.688946048,-0.12
453820.75335561944,6071840.703916465,-0.12
453820.5561383298,6071839.783392519,-0.12
453820.25318683684,6071838.906625159,-0.12
453820.0864341304,6071837.9734938815,-0.12
453819.919681424,6071837.040362605,-0.12
453819.75292871747,6071836.107231327,-0.12
453819.5861760111,6071835.17410005,-0.12
453819.3694187689,6071834.261662434,-0.12
453819.08600722847,6071833.376808744,-0.12
453818.919254522,6071832.443677466,-0.12
453818.75250181556,6071831.510546189,-0.12
453818.58574910916,6071830.577414912,-0.12
453818.4189964027,6071829.644283635,-0.12
453818.2522436963,6071828.711152357,-0.12
453818.08549098985,6071827.7780210795,-0.12
453817.91873828345,6071826.844889802,-0.12
453817.7070978229,6071825.930334679,-0.12
453817.41856950085,6071825.047598497,-0.12
453817.2518167944,6071824.114467219,-0.12
453816.99597964773,6071823.218202262,-0.12
453816.75164801173,6071822.317175914,-0.12
453816.7170152948,6071821.605515176,-0.12
453816.34201632865,6071820.896636886,-0.12
453816.0847757574,6071820.1390259685,-0.12
453807.6236051407,6072257.325201052,-0.41
453807.7901916052,6072256.393572802,-0.41
453807.9567780697,6072255.461944551,-0.41
453808.1233645342,6072254.530316301,-0.41
453808.1232753203,6072253.52959114,-0.41
453808.2898617848,6072252.59796289,-0.41
453808.33356345707,6072251.615391637,-0.41
453808.4563590354,6072250.665609478,-0.41
453808.4562698215,6072249.664884318,-0.41
453808.622856286,6072248.733256067,-0.41
453808.62276707205,6072247.732530907,-0.41
453808.78935353656,6072246.800902656,-0.41
453808.7892643226,6072245.800177495,-0.41
453808.92593881144,6072244.856148965,-0.41
453808.9557615733,6072243.867824084,-0.41
453808.9556723593,6072242.867098924,-0.41
453808.95558314543,6072241.8663737625,-0.41
453808.9554939315,6072240.865648602,-0.41
453808.95540471765,6072239.864923442,-0.41
453808.78865213395,6072238.93316953,-0.41
453808.7331504246,6072238.047535676,-0.41
453808.4551592753,6072237.207729867,-0.41
453808.2884066917,6072236.275975956,-0.41
453808.25346771284,6072235.289672871,-0.41
453808.12156489416,6072234.343496883,-0.41
453807.95481231046,6072233.411742972,-0.41
453807.7880597269,6072232.479989061,-0.41
453807.66247824795,6072231.531197078,-0.41
453807.5441704805,6072230.579394972,-0.41
453807.45446534565,6072229.615756078,-0.41
453807.287712762,6072228.684002166,-0.41
453807.2868043928,6072227.821689254,-0.41
453806.9542199034,6072226.958562503,-0.41
453806.7874673197,6072226.026808591,-0.41
453806.78737810586,6072225.02608343,-0.41
453806.62062552216,6072224.094329519,-0.41
453806.62053630827,6072223.093604358,-0.41
453806.6204470944,6072222.092879198,-0.41
453806.45369451074,6072221.1611252865,-0.41
453806.56705712766,6072220.207432608,-0.41
453806.28686502186,6072219.366714373,-0.41
453806.28677580797,6072218.365989213,-0.41
453806.286686594,6072217.3652640525,-0.41
453806.1199340104,6072216.4335101405,-0.41
453806.1198447965,6072215.43278498,-0.41
453806.11975558253,6072214.43205982,-0.41
453805.9530029989,6072213.500305908,-0.41
453805.952913785,6072212.499580747,-0.41
453805.78616120137,6072211.567826836,-0.41
453805.7860719874,6072210.567101675,-0.41
453805.61931940384,6072209.635347764,-0.41
453805.4892398359,6072208.68841725,-0.41
453805.37093206856,6072207.736615146,-0.41
453805.2857250226,6072206.771114781,-0.41
453805.1189724389,6072205.8393608695,-0.41
453804.95221985533,6072204.907606958,-0.41
453804.78546727163,6072203.975853046,-0.41
453804.759192051,6072203.124037843,-0.41
453804.7143088757,6072202.221103451,-0.41
453804.4518975078,6072201.387756382,-0.41
453804.2851572329,6072200.59407063,-0.41
453804.1184046492,6072199.662316718,-0.41
453803.95165206556,6072198.730562807,-0.41
453803.7848994819,6072197.798808895,-0.41
453803.6181468982,6072196.867054984,-0.41
453803.41905236675,6072195.948685325,-0.41
453803.1829862044,6072195.045615845,-0.41
453802.9512257776,6072194.140764498,-0.41
453802.8286122745,6072193.190744261,-0.41
453802.78438398003,6072192.208285427,-0.41
453802.6176313964,6072191.276531516,-0.41
453802.45087881276,6072190.344777604,-0.41
453802.2841262291,6072189.413023693,-0.41
453802.23707343714,6072188.431733737,-0.41
453802.11728443153,6072187.480544621,-0.41
453801.95053184795,6072186.548790709,-0.41
453801.8821501344,6072185.576327422,-0.41
453801.7836900503,6072184.616311638,-0.41
453801.6169374667,6072183.684557726,-0.41
453801.6168482528,6072182.683832565,-0.41
453801.6167590389,6072181.683107405,-0.41
453801.6166698249,6072180.682382244,-0.41
453801.6165806111,6072179.681657083,-0.41
453801.4498280274,6072178.749903172,-0.41
453801.4497388135,6072177.749178011,-0.41
453801.4496495996,6072176.748452851,-0.41
453801.4495603857,6072175.74772769,-0.41
453801.44947117177,6072174.74700253,-0.41
453801.4493819578,6072173.746277369,-0.41
453801.449292744,6072172.745552208,-0.41
453801.44920353004,6072171.744827048,-0.41
453801.44911431614,6072170.744101887,-0.41
453801.61570078065,6072169.812473636,-0.41
453801.6156115667,6072168.811748476,-0.41
453801.61552235286,6072167.811023315,-0.41
453801.7821088173,6072166.879395065,-0.41
453801.7820196034,6072165.878669904,-0.41
453801.9486060679,6072164.947041653,-0.41
453802.1151925324,6072164.015413403,-0.41
453802.1151033185,6072163.014688242,-0.41
453802.281689783,6072162.083059992,-0.41
453802.281600569,6072161.082334831,-0.41
453802.44818703353,6072160.150706581,-0.41
453802.61477349803,6072159.21907833,-0.41
453802.78135996254,6072158.28745008,-0.41
453802.94794642704,6072157.355821829,-0.41
453803.11453289154,6072156.424193579,-0.41
453803.27069724223,6072155.488244746,-0.41
453803.44770582055,6072154.560937077,-0.41
453803.61429228506,6072153.629308826,-0.41
453803.7436310744,6072152.682239216,-0.41
453803.8619574609,6072151.730604313,-0.41
453804.09823852096,6072150.827868587,-0.41
453804.2165649068,6072149.876233685,-0.41
453804.4472246076,6072148.971167574,-0.41
453804.57117235305,6072148.021863057,-0.41
453804.7803975366,6072147.107911073,-0.41
453804.9469840011,6072146.176282822,-0.41
453805.1135704656,6072145.244654572,-0.41
453805.2801569301,6072144.313026321,-0.41
453805.44674339454,6072143.381398071,-0.41
453805.5170400177,6072142.409851995,-0.41
453805.61324064515,6072141.44904466,-0.41
453805.77982710965,6072140.517416409,-0.41
453805.94641357416,6072139.585788159,-0.41
453806.1130000386,6072138.654159908,-0.41
453806.2795865031,6072137.722531658,-0.41
453806.4461729676,6072136.790903407,-0.41
453806.46327939414,6072135.797306855,-0.41
453806.6126702182,6072134.858549996,-0.41
453806.77925668267,6072133.926921746,-0.41
453806.9458431472,6072132.995293495,-0.41
453807.1124296117,6072132.063665245,-0.41
453807.2790160762,6072131.132036994,-0.41
453807.40914705873,6072130.185295794,-0.41
453807.4455133268,6072129.199683583,-0.41
453807.6120997913,6072128.268055332,-0.41
453807.7786862558,6072127.336427081,-0.41
453807.9452727203,6072126.404798831,-0.41
453808.1118591848,6072125.47317058,-0.41
453808.2784456493,6072124.54154233,-0.41
453808.35538643546,6072123.572750653,-0.41
453808.47371282126,6072122.62111575,-0.41
453808.61152936437,6072121.677560668,-0.41
453808.77811582887,6072120.745932418,-0.41
453808.8286919801,6072119.766211043,-0.41
453808.9446130794,6072118.813579007,-0.41
453808.9473900779,6072117.814042061,-0.41
453809.1111103301,6072116.881225595,-0.41
453809.11102111614,6072115.880500435,-0.41
453809.27760758065,6072114.948872184,-0.41
453809.30274094804,6072113.958603273,-0.41
453809.4441048312,6072113.0165187735,-0.41
453809.6106912957,6072112.084890523,-0.41
453809.6577201062,6072111.103698566,-0.41
453809.7771885463,6072110.152537111,-0.41
453809.9437750108,6072109.220908861,-0.41
453810.11036147526,6072108.28928061,-0.41
453810.11027226143,6072107.28855545,-0.41
453810.27685872593,6072106.356927199,-0.41
453810.44344519044,6072105.425298949,-0.41
453810.4433559765,6072104.424573788,-0.41
453810.609942441,6072103.492945538,-0.41
453810.7765289055,6072102.561317287,-0.41
453810.94311537,6072101.629689037,-0.41
453811.0772650275,6072100.684613815,-0.41
453811.10962492926,6072099.835403784,-0.41
453811.2762113937,6072098.903775534,-0.41
453811.4427978582,6072097.972147283,-0.41
453811.6093843227,6072097.040519033,-0.41
453811.7759707872,6072096.108890782,-0.41
453811.9425572517,6072095.177262532,-0.41
453812.1091437162,6072094.245634281,-0.41
453812.2757301807,6072093.314006031,-0.41
453812.44231664523,6072092.38237778,-0.41
453812.60890310974,6072091.4507495295,-0.41
453812.77548957424,6072090.519121279,-0.41
453812.9420760387,6072089.5874930285,-0.41
453813.1086625032,6072088.655864778,-0.41
453813.2752489677,6072087.724236527,-0.41
453813.4418354322,6072086.792608277,-0.41
453813.6084218967,6072085.860980026,-0.41
453813.7750083612,6072084.929351776,-0.41
453813.9351275104,6072083.995042441,-0.41
453813.9415056118,6072082.996998364,-0.41
453814.1080920763,6072082.065370114,-0.41
453814.2746785408,6072081.133741863,-0.41
453814.2745893269,6072080.133016703,-0.41
453814.4411757914,6072079.201388452,-0.41
453814.6077622559,6072078.269760202,-0.41
453814.7634122132,6072077.333598123,-0.41
453814.7742595065,6072076.337406791,-0.41
453814.94084597094,6072075.40577854,-0.41
453814.9407567571,6072074.405053379,-0.41
453814.94066754315,6072073.404328219,-0.41
453815.10725400766,6072072.472699968,-0.41
453815.10716479376,6072071.471974808,-0.41
453815.27375125827,6072070.540346557,-0.41
453815.2736620443,6072069.539621396,-0.41
453815.4402485088,6072068.6079931455,-0.41
453815.4401592949,6072067.607267985,-0.41
453815.60674575943,6072066.675639735,-0.41
453815.60665654554,6072065.674914574,-0.41
453815.77324301004,6072064.743286324,-0.41
453815.7731537961,6072063.742561162,-0.41
453815.9397402606,6072062.810932912,-0.41
453816.1063267251,6072061.879304661,-0.41
453816.10623751115,6072060.878579501,-0.41
453816.27282397565,6072059.946951251,-0.41
453816.2727347618,6072058.94622609,-0.41
453816.4393212263,6072058.01459784,-0.41
453816.60590769077,6072057.082969589,-0.41
453816.7724941553,6072056.151341339,-0.41
453816.89514572266,6072055.201499479,-0.41
453816.9389914059,6072054.218987927,-0.41
453817.1055778704,6072053.287359676,-0.41
453817.27216433483,6072052.355731426,-0.41
453817.43875079934,6072051.424103175,-0.41
453817.604732327,6072050.492224143,-0.41
453817.60524804995,6072049.491749764,-0.41
453817.77183451445,6072048.560121514,-0.41
453817.9384209789,6072047.628493263,-0.41
453818.1050074434,6072046.696865013,-0.41
453818.1963642575,6072045.73404963,-0.41
453818.2715046941,6072044.764511601,-0.41
453818.4380911586,6072043.832883351,-0.41
453818.604677623,6072042.9012551,-0.41
453818.7712640875,6072041.9696268495,-0.41
453818.77117487363,6072040.968901689,-0.41
453818.93776133814,6072040.037273439,-0.41
453819.10434780264,6072039.105645188,-0.41
453819.1042585887,6072038.104920028,-0.41
453819.2708450532,6072037.173291777,-0.41
453819.4374315177,6072036.241663527,-0.41
453819.6040179822,6072035.310035276,-0.41
453819.7342355644,6072034.363329977,-0.41
453819.77051523275,6072033.377681865,-0.41
453819.93710169726,6072032.446053615,-0.41
453820.10368816176,6072031.514425363,-0.41
453820.27027462627,6072030.582797113,-0.41
453820.2701854124,6072029.5820719525,-0.41
453820.4367718769,6072028.650443702,-0.41
453820.436682663,6072027.649718542,-0.41
453820.60326912743,6072026.718090291,-0.41
453820.76985559193,6072025.786462041,-0.41
453820.76976637804,6072024.785736879,-0.41
453820.93635284255,6072023.854108629,-0.41
453820.93626362865,6072022.853383468,-0.41
453821.03656923526,6072021.894277889,-0.41
453821.1027608792,6072020.921030058,-0.41
453821.1026716653,6072019.920304897,-0.41
453821.15563904494,6072018.941574827,-0.41
453821.26916891587,6072017.987951485,-0.41
453821.2743371434,6072016.989405845,-0.41
453821.4356661665,6072016.055598075,-0.41
453821.4355769526,6072015.054872914,-0.41
453821.5113616271,6072014.08560196,-0.41
453821.60207420314,6072013.122519502,-0.41
453821.60198498925,6072012.121794342,-0.41
453821.60189577535,6072011.121069182,-0.41
453821.60180656146,6072010.12034402,-0.41
453821.6017173475,6072009.11961886,-0.41
453821.6016281336,6072008.1188937,-0.41
453821.60153891967,6072007.118168539,-0.41
453821.60144970583,6072006.117443378,-0.41
453821.6013604919,6072005.116718218,-0.41
453821.60127127793,6072004.115993057,-0.41
453821.60118206404,6072003.115267897,-0.41
453821.4344294804,6072002.183513985,-0.41
453821.4343402665,6072001.182788825,-0.41
453821.2675876828,6072000.251034913,-0.41
453821.2135399396,6071999.272639717,-0.41
453821.1007458853,6071998.318555841,-0.41
453821.1006566714,6071997.317830681,-0.41
453820.93390408775,6071996.386076769,-0.41
453820.93381487386,6071995.3853516085,-0.41
453820.76706229016,6071994.453597697,-0.41
453820.6003097065,6071993.521843786,-0.41
453820.48294278205,6071992.70772558,-0.41
453820.5024401722,6071991.756020846,-0.41
453820.43340331246,6071990.864775872,-0.41
453820.4333140985,6071989.8640507115,-0.41
453820.4332248846,6071988.86332555,-0.41
453820.43313567067,6071987.86260039,-0.41
453820.43304645683,6071986.8618752295,-0.41
453820.5996329213,6071985.930246979,-0.41
453820.5995437074,6071984.929521818,-0.41
453820.59945449344,6071983.928796657,-0.41
453820.59936527954,6071982.928071497,-0.41
453820.59927606565,6071981.927346337,-0.41
453820.76586253016,6071980.995718085,-0.41
453820.5991099465,6071980.063964174,-0.41
453820.59902073257,6071979.063239014,-0.41
453820.5989315187,6071978.0625138525,-0.41
453820.5988423048,6071977.061788692,-0.41
453820.7654287693,6071976.130160442,-0.41
453820.76533955534,6071975.129435281,-0.41
453820.76525034144,6071974.128710121,-0.41
453820.93183680595,6071973.19708187,-0.41
453820.93174759205,6071972.19635671,-0.41
453820.9316706868,6071971.333699709,-0.41
453820.93158147286,6071970.3329745475,-0.41
453820.93149225897,6071969.332249387,-0.41
453820.931403045,6071968.331524227,-0.41
453820.76465046144,6071967.399770316,-0.41
453820.7645612475,6071966.399045154,-0.41
453820.5978086639,6071965.467291243,-0.41
453820.4635622877,6071964.522085103,-0.41
453820.4309668663,6071963.534812171,-0.41
453820.2642142827,6071962.60305826,-0.41
453820.2263973797,6071961.617946163,-0.41
453820.0973724851,6071960.670579188,-0.41
453819.9897818446,6071959.714341953,-0.41
453819.93053068756,6071958.738100115,-0.41
453819.76377810386,6071957.806346204,-0.41
453819.76368889003,6071956.805621044,-0.41
453819.75206756406,6071955.809668283,-0.41
453819.59684709244,6071954.873141971,-0.41
453819.5967578785,6071953.872416811,-0.41
453819.59666866466,6071952.871691651,-0.41
453819.5965794507,6071951.87096649,-0.41
453819.5964902368,6071950.870241329,-0.41
453819.4297376532,6071949.938487418,-0.41
453819.4296484392,6071948.937762258,-0.41
453819.5962349037,6071948.006134007,-0.41
453819.59614568984,6071947.005408846,-0.41
453819.5960564759,6071946.0046836855,-0.41
453819.59596726205,6071945.003958525,-0.41
453819.5958780481,6071944.003233364,-0.41
453819.5957888342,6071943.0025082035,-0.41
453819.59569962026,6071942.001783043,-0.41
453819.59561040637,6071941.001057883,-0.41
453819.5955211925,6071940.0003327215,-0.41
453819.5954319785,6071938.999607561,-0.41
453819.59534276463,6071937.998882401,-0.41
453819.428590181,6071937.06712849,-0.41
453819.4285009671,6071936.066403328,-0.41
453819.2617483834,6071935.134649417,-0.41
453819.26165916957,6071934.133924257,-0.41
453819.0949065859,6071933.202170345,-0.41
453819.094817372,6071932.201445185,-0.41
453818.92806478834,6071931.269691273,-0.41
453818.9279755744,6071930.268966112,-0.41
453818.8927245552,6071929.282792161,-0.41
453818.76113377686,6071928.33648704,-0.41
453818.76104456297,6071927.33576188,-0.41
453818.760955349,6071926.335036719,-0.41
453818.7608661351,6071925.334311559,-0.41
453818.7607769212,6071924.333586398,-0.41
453818.76068770734,6071923.332861237,-0.41
453818.7605984934,6071922.332136077,-0.41
453818.7605092795,6071921.331410916,-0.41
453818.76042006555,6071920.330685755,-0.41
453818.76033085166,6071919.329960595,-0.41
453818.92691731616,6071918.398332344,-0.41
453818.92682810227,6071917.397607184,-0.41
453818.9267388883,6071916.396882023,-0.41
453818.9266496744,6071915.396156862,-0.41
453818.92656046053,6071914.395431702,-0.41
453819.09314692504,6071913.4638034515,-0.41
453819.0930577111,6071912.46307829,-0.41
453819.0929684972,6071911.46235313,-0.41
453819.22633813776,6071910.516954545,-0.41
453819.25946574775,6071909.529999719,-0.41
453819.2593765339,6071908.529274559,-0.41
453819.4259629984,6071907.597646308,-0.41
453819.42587378446,6071906.596921147,-0.41
453819.4257845706,6071905.5961959865,-0.41
453819.592371035,6071904.664567736,-0.41
453819.5922818211,6071903.663842576,-0.41
453819.59219260723,6071902.663117414,-0.41
453819.75877907174,6071901.731489164,-0.41
453819.75868985784,6071900.7307640035,-0.41
453819.92527632235,6071899.799135753,-0.41
453819.9251871084,6071898.798410593,-0.41
453820.0917735729,6071897.866782342,-0.41
453820.09168435895,6071896.866057181,-0.41
453820.25827082345,6071895.93442893,-0.41
453820.29387759604,6071894.948501864,-0.41
453820.4247680741,6071894.002075519,-0.41
453820.4246788602,6071893.001350359,-0.41
453820.5912653247,6071892.069722109,-0.41
453820.7578517892,6071891.138093858,-0.41
453820.75776257523,6071890.137368698,-0.41
453820.92434903973,6071889.205740447,-0.41
453821.09093550424,6071888.274112197,-0.41
453821.1225340105,6071887.286523467,-0.41
453821.2574327548,6071886.341758785,-0.41
453821.42401921935,6071885.410130534,-0.41
453821.59060568386,6071884.478502284,-0.41
453821.75719214836,6071883.546874033,-0.41
453821.75710293447,6071882.546148873,-0.41
453821.9236893989,6071881.614520622,-0.41
453822.06877338723,6071880.673978326,-0.41
453822.0901866495,6071879.682167212,-0.41
453822.1874714857,6071878.721809343,-0.41
453822.2566839001,6071877.7498138,-0.41
453822.25659468625,6071876.749088639,-0.41
453822.2565054723,6071875.748363479,-0.41
453822.25641625834,6071874.747638318,-0.41
453822.25632704445,6071873.746913157,-0.41
453822.25623783056,6071872.746187997,-0.41
453822.25614861667,6071871.745462837,-0.41
453822.2560594027,6071870.744737675,-0.41
453822.0893068191,6071869.812983764,-0.41
453822.0892176052,6071868.812258604,-0.41
453821.92246502155,6071867.880504693,-0.41
453821.8483333706,6071866.910420935,-0.41
453821.755623224,6071865.948025621,-0.41
453821.5888706403,6071865.016271709,-0.41
453821.58878142637,6071864.015546548,-0.41
453821.4220288428,6071863.083792637,-0.41
453821.2552762591,6071862.152038726,-0.41
453821.13848676544,6071861.199608305,-0.41
453821.08843446156,6071860.219559654,-0.41
453820.9216818779,6071859.287805743,-0.41
453820.9013218575,6071858.295469364,-0.41
453820.7548400804,6071857.35532667,-0.41
453820.5880874967,6071856.423572758,-0.41
453820.58799828286,6071855.422847598,-0.41
453820.42124569917,6071854.491093687,-0.41
453820.25449311547,6071853.559339776,-0.41
453820.0877405319,6071852.627585864,-0.41
453820.0731674845,6071851.63285463,-0.41
453819.92089873436,6071850.695106791,-0.41
453819.75414615066,6071849.76335288,-0.41
453819.587393567,6071848.831598969,-0.41
453819.4206409834,6071847.899845057,-0.41
453819.25388839975,6071846.968091146,-0.41
453819.0871358161,6071846.036337234,-0.41
453818.9203832325,6071845.104583323,-0.41
453818.7734301596,6071844.164635668,-0.41
453818.5868780652,6071843.2410755,-0.41
453818.4201254815,6071842.309321589,-0.41
453818.25337289786,6071841.377567677,-0.41
453818.18244069477,6071840.406159873,-0.41
453818.0641329272,6071839.454357768,-0.41
453817.9197785167,6071838.513334693,-0.41
453817.753025933,6071837.581580782,-0.41
453817.5862733494,6071836.649826871,-0.41
453817.4195207657,6071835.718072959,-0.41
453817.25276818214,6071834.786319048,-0.41
453817.08601559844,6071833.854565137,-0.41
453816.9192630148,6071832.922811225,-0.41
453816.75251043116,6071831.991057314,-0.41
453816.4190944778,6071831.128274652,-0.41
453816.2922632781,6071830.179999847,-0.41
453816.0855893105,6071829.264766829,-0.41
453815.91883672687,6071828.333012918,-0.41
453815.5854207734,6071827.470230255,-0.41
453815.5633142383,6071826.616689901,-0.41
453815.09173128643,6071825.811085672,-0.41
453814.91851196147,6071824.8820079295,-0.41
453814.7171561771,6071824.10264731,-0.41
453814.41835573316,6071823.225539516,-0.41
453814.1272654579,6071822.345240978,-0.41
453813.91818719613,6071821.431002942,-0.41
453813.5847712427,6071820.56822028,-0.41
453813.30130857654,6071819.684765165,-0.41
453813.24220942985,6071818.977084056,-0.41
453812.75121136964,6071818.187037363,-0.41
453812.4349493354,6071817.317155797,-0.41
453812.19888317306,6071816.414086317,-0.41
453811.9176268793,6071815.529718127,-0.41
453811.6773427663,6071814.705544111,-0.41
453811.2508072812,6071813.942220962,-0.41
453811.0840670062,6071813.14853521,-0.41
453810.87663693045,6071812.337981133,-0.41
453810.5839230865,6071811.630134955,-0.41
453819.9316823063,6071971.655971628,-0.66
453819.76509602275,6071972.589629908,-0.66
453819.76518541767,6071973.592385098,-0.66
453819.59859913413,6071974.526043378,-0.66
453819.598688529,6071975.528798568,-0.66
453819.5987779239,6071976.531553758,-0.66
453819.59886731877,6071977.534308949,-0.66
453819.43228103523,6071978.467967229,-0.66
453819.43237043015,6071979.470722419,-0.66
453819.432459825,6071980.473477609,-0.66
453819.2658735415,6071981.40713589,-0.66
453819.43262630614,6071982.340919831,-0.66
453819.432715701,6071983.343675021,-0.66
453819.29814370774,6071984.290605115,-0.66
453819.2662188123,6071985.280088491,-0.66
453819.26630820724,6071986.282843681,-0.66
453819.26639760216,6071987.285598871,-0.66
453819.3598618586,6071988.249712212,-0.66
453819.4332397616,6071989.2221380025,-0.66
453819.43332915654,6071990.224893193,-0.66
453819.43341855146,6071991.227648383,-0.66
453819.600171316,6071992.161432324,-0.66
453819.7669240807,6071993.095216265,-0.66
453819.93367684534,6071994.029000206,-0.66
453820.0802985895,6071994.971115082,-0.66
453820.26718237455,6071995.896568088,-0.66
453820.5280181472,6071996.731291935,-0.66
453820.43401222536,6071997.69503906,-0.66
453820.7197922501,6071998.540103772,-0.66
453820.7194117528,6071999.44444167,-0.66
453820.7675948408,6072000.427293974,-0.66
453820.7676842357,6072001.430049163,-0.66
453820.9344370003,6072002.363833104,-0.66
453821.1011897649,6072003.297617045,-0.66
